Alignment ID,Fill %,LMID,Average Mz,Theroy MZ,Average Rt(min),Pre RT,RT Score,Average CCS,Pre CCS,CCS Score,Area_mean,Area_std,Sample0_Match MSMS,Sample1_Match MSMS,Sample2_Match MSMS,Sample3_Match MSMS,Sample0_MSMS Score,Sample1_MSMS Score,Sample2_MSMS Score,Sample3_MSMS Score,Sample0_MS Area,Sample1_MS Area,Sample2_MS Area,Sample3_MS Area,Sample0_Final Score,Sample1_Final Score,Sample2_Final Score,Sample3_Final Score,Average_Final Score,IsStandard,LMID_Location,From,Average Area,Std Area,MainName,MainIndex,SubName,SubIndex,Name,SYNONYMS,SMILES,Mass,KEGG_ID,HMDB_ID,Chain
14390.0,1.0,LMST01010254,412.35516,412.35737,8.462,9.97,0.6155783089514155,215.2404,217.1849248,0.919,493684.2734,80251.3267,363.30461,381.31517,"363.30461,381.31517",-1.0,1.0,0.333,0.667,0.0,97750.9,86595.63,129083.4,,0.8907156617902832,0.6239156617902831,0.7575156617902832,-1.0,0.757,-1,LMST01010254_11-12_0_0_ring,B,295788.5100333334,319003.3844955818,Sterols,ST01,Cholesterol and derivatives,ST0101,,,CC(C)CCC[C@@H](C)[C@H]1CCC2=C3C=CC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,382.323565,,,False
14390.0,1.0,LMST01010254,412.35516,412.35737,8.462,8.18,1.0,215.2404,216.1320976,1.0,493684.2734,80251.3267,363.30461,381.31517,"363.30461,381.31517",-1.0,1.0,0.333,0.667,0.0,97750.9,86595.63,129083.4,,1.0,0.7332000000000001,0.8668,-1.0,0.867,-1,LMST01010254_13-14_0_0_ring,B,295788.5100333334,319003.3844955818,Sterols,ST01,Cholesterol and derivatives,ST0101,,,CC(C)CCC[C@@H](C)[C@H]1CCC2=C3C=CC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,382.323565,,,False
16058.0,1.0,LMST01010282,428.39066,428.388669,8.682,9.15,1.0,219.0246,219.4387478,1.0,261803.25,58887.8789,397.346469,-1,397.346469,397.346469,0.667,0.0,0.25,0.333,42318.17,,57417.18,44052.88,0.8668,-1.0,0.7000000000000001,0.7332000000000001,0.767,-1,LMST01010282_15-16_0_0_ring,B,,,Sterols,ST01,Cholesterol and derivatives,ST0101,22-methylenecholesterol,,C=C(CCC(C)C)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,398.354865,,,False
14589.0,0.5,LMST01010286,414.36908,414.37302,9.228,9.25,1.0,213.5871,214.5314322,1.0,398134.3438,37166.8475,365.32026,-1,365.32026,-1,0.5,0.0,1.0,0.0,145318.8,,168613.2,,0.8,-1.0,1.0,-1.0,0.9,-1,LMST01010286_14-15_0_0_ring,B,,,Sterols,ST01,Cholesterol and derivatives,ST0101,Cystosterol,,CC(C)CC1CC1(C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,384.339215,,,False
14877.0,1.0,LMST01010290,416.38791,416.388669,8.637,9.92,0.7215372790123515,224.2816,223.5290505,1.0,3069823.4375,404406.787,"385.346469,367.335909",367.335909,367.335909,367.335909,0.6,0.5,0.6,0.167,571455.5,568972.9,741209.7,658698.3,0.7843074558024703,0.7443074558024704,0.7843074558024703,0.6111074558024703,0.731,-1,LMST01010290_9-10_0_0_ring,B,,,Sterols,ST01,Cholesterol and derivatives,ST0101,15-dehydro-A-norcholestanol,,CC(C)CCC[C@@H](C)[C@H]1C=C[C@H]2[C@@H]3CC[C@H]4[C@@H](CO)CC[C@]4(C)[C@H]3CC[C@]12C,386.354865,,,False
16973.0,1.0,LMST01010304,442.40552,442.404318,8.562,8.6,1.0,227.8856,227.3668077,1.0,2158404.8125,239322.6421,386.34172,386.34172,386.34172,386.34172,0.75,0.333,1.0,0.6,609890.1,511357.4,622085.4,530637.7,0.9,0.7332000000000001,1.0,0.8400000000000001,0.868,-1,LMST01010304_2-4_0_0_chain,B,,,Sterols,ST01,Cholesterol and derivatives,ST0101,"(24E)-24,26-dimethyldesmosterol",,CC/C(C)=C(\C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,412.370515,,,True
16973.0,1.0,LMST01010305,442.40552,442.404318,8.562,8.6,1.0,227.8856,227.3668077,1.0,2158404.8125,239322.6421,386.34172,386.34172,386.34172,386.34172,0.75,0.333,1.0,0.6,609890.1,511357.4,622085.4,530637.7,0.9,0.7332000000000001,1.0,0.8400000000000001,0.868,-1,LMST01010305_2-4_0_0_chain,B,,,Sterols,ST01,Cholesterol and derivatives,ST0101,"(24Z)-24,26-dimethyldesmosterol",,CC/C(C)=C(/C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,412.370515,,,True
14600.0,1.0,LMST01010317,414.37231,414.37302,8.351,9.08,0.9855725540577116,215.4279,217.4541627,0.902,4321248.375,362923.0721,"365.32026,383.33082","365.32026,383.33082","365.32026,383.33082","365.32026,383.33082",0.444,1.0,0.75,0.75,240068.7,187856.0,260549.9,220139.9,0.7355145108115424,0.9579145108115424,0.8579145108115424,0.8579145108115424,0.852,-1,LMST01010317_14-15_0_0_ring,B,,,Sterols,ST01,Cholesterol and derivatives,ST0101,22Z-dehydrocholesterol,,CC(C)C/C=C\[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,384.339215,,,False
16213.0,1.0,LMST01010330,430.40387,430.404318,10.615,12.76,0.3099819802690438,221.2671,221.1968312,1.0,1144551.1562,46499.9482,381.351558,"381.351558,399.362118",381.351558,"381.351558,399.362118",0.5,0.4,0.667,0.5,222256.5,238454.2,243802.7,242946.6,0.6619963960538088,0.6219963960538089,0.7287963960538089,0.6619963960538088,0.669,-1,LMST01010330_24-25_0_0_ring,B,,,Sterols,ST01,Cholesterol and derivatives,ST0101,,,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3CC[C@H]4C[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,400.370515,,,False
14877.0,1.0,LMST01010352,416.38791,416.388669,8.637,10.25,0.5667804408441884,224.2816,225.8541183,1.0,3069823.4375,404406.787,"385.346469,367.335909",367.335909,367.335909,367.335909,0.6,0.5,0.6,0.167,571455.5,568972.9,741209.7,658698.3,0.7533560881688377,0.7133560881688377,0.7533560881688377,-1.0,0.74,-1,LMST01010352_15-16_0_0_ring,B,,,Sterols,ST01,Cholesterol and derivatives,ST0101,4-cholestenol,4-cholesten-3beta-ol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,386.354865,C15337,,False
16063.0,1.0,LMST01010400,428.39081,428.388669,8.174,8.1,1.0,224.3031,223.6652127,1.0,1532326.1562,166426.1477,-1,"379.335909,397.346469",397.346469,379.335909,0.0,0.2,0.182,0.167,,253353.7,281930.9,236173.1,-1.0,0.68,0.6728000000000001,0.6668000000000001,0.673,-1,LMST01010400_2-3_0_0_ring,B,,,Sterols,ST01,Cholesterol and derivatives,ST0101,Micaceol,4-methylidene-cholesterol,C=C1C2=CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@H]4[C@H](C)CCCC(C)C)[C@@]2(C)CC[C@@H]1O,398.354865,,,False
16203.0,1.0,LMST01010468,430.36771,430.367934,7.111,8.03,0.8963684511159591,218.0395,220.1362956,0.892,185052.1797,22835.6881,381.315174,-1,-1,"363.304614,381.315174",0.286,0.0,0.0,0.286,27600.66,,,34548.81,0.6504736902231918,-1.0,-1.0,0.6504736902231918,0.65,-1,LMST01010468_15-16_0_0_ring,B,,,Sterols,ST01,Cholesterol and derivatives,ST0101,7alpha-hydroxy-Desmosterol,,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,400.33413,,,False
30313.0,0.75,LMST01020068,706.64783,706.649619,21.604,18.81,0.0040830475863895,297.7659,298.6858057,1.0,145828.9414,50917.1741,"397.38286,622.55572","397.38286,310.27404","397.38286,310.27404",-1,0.5,1.0,0.667,0.0,36527.3,33779.66,54681.47,,0.600816609517278,0.800816609517278,0.667616609517278,-1.0,0.69,-1,LMST01020068_5-6_0_0_chain,B,107244.84850000001,89709.99464890154,Sterols,ST01,Steryl esters,ST0102,18:2 Sitosterol ester,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CC[C@@H](CC)C(C)C)C1,676.61583,,,True
30313.0,0.75,LMST01020068,706.64783,706.649619,21.604,18.83,0.0135197669724419,297.7659,298.8039485,1.0,145828.9414,50917.1741,397.38286,"397.38286,310.27404","397.38286,310.27404",-1,0.5,1.0,0.667,0.0,36527.3,33779.66,54681.47,,0.6027039533944885,0.8027039533944884,0.6695039533944884,-1.0,0.692,-1,LMST01020068_8-9_0_0_chain,B,107244.84850000001,89709.99464890154,Sterols,ST01,Steryl esters,ST0102,18:2 Sitosterol ester,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CC[C@@H](CC)C(C)C)C1,676.61583,,,True
16063.0,1.0,LMST01030099,428.39081,428.388669,8.174,8.88,0.9992871829097392,224.3031,222.6265599,0.985,1532326.1562,166426.1477,-1,"379.335909,397.346469",397.346469,379.335909,0.0,0.2,0.182,0.167,,253353.7,281930.9,236173.1,-1.0,0.6738574365819479,0.6666574365819479,0.6606574365819479,0.667,-1,LMST01030099_12-13_0_0_ring,B,,,Sterols,ST01,Ergosterols and C24-methyl derivatives,ST0103,Chalinasterol,Ostreasterol,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,398.354865,C15781,HMDB06849,False
16213.0,1.0,LMST01030105,430.40387,430.404318,10.615,8.53,0.3423280138835025,221.2671,223.320474,0.908,1144551.1562,46499.9482,381.351558,"381.351558,399.362118",381.351558,"381.351558,399.362118",0.5,0.4,0.667,0.5,222256.5,238454.2,243802.7,242946.6,0.6316656027767005,-1.0,0.6984656027767006,0.6316656027767005,0.654,-1,LMST01030105_13-14_0_0_ring,B,,,Sterols,ST01,Ergosterols and C24-methyl derivatives,ST0103,Fungisterol,,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,400.370515,,,False
16047.0,1.0,LMST01030109,428.38739,428.388669,7.26,7.87,1.0,221.1522,223.0503844,0.939,322069.8438,38352.4145,358.31042,358.31042,358.31042,358.31042,0.333,0.333,0.429,0.667,63919.5,54340.63,72929.63,57475.66,0.7088000000000001,0.7088000000000001,0.7472000000000001,0.8424,0.752,-1,LMST01030109_1-2_0_0_chain,B,513216.2803666666,607081.8416748731,Sterols,ST01,Ergosterols and C24-methyl derivatives,ST0103,,,C/C(=C\C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,398.354865,,,True
16063.0,1.0,LMST01030109,428.39081,428.388669,8.174,8.79,1.0,224.3031,222.7959793,1.0,1532326.1562,166426.1477,-1,"379.335909,397.346469",397.346469,379.335909,0.0,0.2,0.182,0.167,,253353.7,281930.9,236173.1,-1.0,0.68,0.6728000000000001,0.6668000000000001,0.673,-1,LMST01030109_12-13_0_0_ring,B,513216.2803666666,607081.8416748731,Sterols,ST01,Ergosterols and C24-methyl derivatives,ST0103,,,C/C(=C\C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,398.354865,,,False
16049.0,1.0,LMST01030110,428.38739,428.388669,8.392,7.02,0.67824987808719,224.596,225.755023,1.0,1237726.125,182066.1097,386.34172,"368.33116,386.34172",386.34172,386.34172,0.4,0.6,0.667,0.667,252160.1,240002.1,327792.3,262544.5,0.695649975617438,0.775649975617438,0.802449975617438,0.802449975617438,0.769,-1,LMST01030110_1-3_0_0_chain,B,,,Sterols,ST01,Ergosterols and C24-methyl derivatives,ST0103,,,CC(C)=C(C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,398.354865,,,True
16058.0,1.0,LMST01030115,428.39066,428.388669,8.682,9.57,0.911862162756417,219.0246,220.2878383,1.0,261803.25,58887.8789,397.346469,-1,397.346469,397.346469,0.667,0.0,0.25,0.333,42318.17,,57417.18,44052.88,0.8491724325512835,-1.0,0.6823724325512834,0.7155724325512834,0.749,-1,LMST01030115_10-11_0_0_ring,B,,,Sterols,ST01,Ergosterols and C24-methyl derivatives,ST0103,Episterol,,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,398.354865,C15777,HMDB06847,False
16213.0,1.0,LMST01030119,430.40387,430.404318,10.615,8.48,0.3166979555094074,221.2671,223.320474,0.908,1144551.1562,46499.9482,381.351558,"381.351558,399.362118",381.351558,"381.351558,399.362118",0.5,0.4,0.667,0.5,222256.5,238454.2,243802.7,242946.6,0.6265395911018815,-1.0,0.6933395911018816,0.6265395911018815,0.649,-1,LMST01030119_13-14_0_0_ring,B,,,Sterols,ST01,Ergosterols and C24-methyl derivatives,ST0103,,,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,400.370515,,,False
16047.0,1.0,LMST01030137,428.38739,428.388669,7.26,9.01,0.4988107379605087,221.1522,220.9396197,1.0,322069.8438,38352.4145,358.31042,358.31042,358.31042,358.31042,0.333,0.333,0.429,0.667,63919.5,54340.63,72929.63,57475.66,0.6329621475921018,0.6329621475921018,0.6713621475921018,0.7665621475921018,0.676,-1,LMST01030137_4-5_0_0_chain,B,,,Sterols,ST01,Ergosterols and C24-methyl derivatives,ST0103,,,CCC(C)/C=C/C(C)[C@H]1CCC2=C3CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,398.354865,,,True
